word,negative,positive
unprofessionalism,1.0,0.0
charges,13.0,10.0
founded,6.0,1.0
cut,336.0,187.0
unlimited,5.0,3.0
slack,10.0,3.0
voice,271.0,287.0
soften,4.0,8.0
effie's,3.0,0.0
harder,30.0,25.0
edges,3.0,18.0
likable,71.0,126.0
manipulative,25.0,24.0
suggesting,12.0,12.0
further,158.0,122.0
sympathy,53.0,34.0
unwed,1.0,4.0
mother,301.0,392.0
struggling,48.0,49.0
raise,41.0,45.0
daughter,260.0,265.0
using,223.0,192.0
implication,13.0,6.0
talent,249.0,218.0
motherhood,1.0,2.0
immediately,108.0,115.0
excusable,3.0,0.0
indeed,161.0,231.0
effort,262.0,137.0
mothering,1.0,0.0
include,80.0,110.0
scene,1450.0,1243.0
barks,3.0,2.0
unemployment,4.0,2.0
insists,19.0,24.0
refuse,22.0,11.0
gainful,1.0,0.0
employment,6.0,4.0
support,76.0,137.0
singing,96.0,156.0
skillful,3.0,4.0
gaps,18.0,4.0
remedied,2.0,1.0
technique,37.0,46.0
charisma,27.0,38.0
dialog,239.0,124.0
driven,34.0,86.0
emotional,100.0,225.0
signature,9.0,13.0
aforementioned,33.0,31.0
number,218.0,316.0
department,47.0,52.0
supposed,571.0,170.0
expressing,6.0,10.0
rage,22.0,43.0
desperation,22.0,30.0
predicament,8.0,9.0
comes,577.0,619.0
cabaret,3.0,9.0
performer,22.0,33.0
belting,2.0,4.0
hot,175.0,152.0
quite,775.0,1068.0
highlight,45.0,47.0
expects,22.0,14.0
predictable,335.0,118.0
melange,2.0,2.0
maneuver,3.0,2.0
hudson's,2.0,3.0
earlier,133.0,195.0
position,32.0,56.0
allow,86.0,69.0
strut,4.0,3.0
criminal,61.0,97.0
offenses,1.0,1.0
undoubtedly,23.0,30.0
par,83.0,46.0
record,64.0,56.0
producers,158.0,75.0
seeming,9.0,14.0
coming,234.0,306.0
usher,2.0,9.0
disco,8.0,7.0
era,113.0,177.0
ridiculous,425.0,90.0
mention,251.0,178.0
pretentious,106.0,32.0
condescending,11.0,6.0
depth,119.0,140.0
puddle,6.0,2.0
result,176.0,143.0
rendition,12.0,33.0
drained,11.0,7.0
emotion,75.0,97.0
energy,73.0,82.0
described,64.0,59.0
dynamic,14.0,29.0
family,543.0,991.0
terms,94.0,124.0
death,443.0,459.0
wife,461.0,605.0
moving,130.0,323.0
genova,7.0,0.0
italy,24.0,50.0
promising,74.0,32.0
empty,98.0,38.0
focus,112.0,133.0
consists,57.0,22.0
collection,72.0,102.0
depicting,15.0,27.0
daily,32.0,49.0
swimming,17.0,22.0
taking,232.0,223.0
piano,25.0,36.0
lessons,37.0,39.0
cooking,11.0,18.0
eggs,14.0,5.0
redundant,19.0,5.0
tiresome,39.0,9.0
completely,577.0,365.0
failing,36.0,20.0
engage,27.0,16.0
disappointing,169.0,41.0
spectacular,33.0,81.0
safely,10.0,8.0
disappointed,269.0,180.0
sunny,16.0,20.0
weather,14.0,12.0
serve,35.0,45.0
tourism,3.0,1.0
advertisement,12.0,9.0
city,196.0,368.0
honest,117.0,142.0
decided,182.0,132.0
influence,32.0,72.0
viewings,10.0,35.0
defiance,3.0,3.0
bullwhip,2.0,0.0
viewing,127.0,241.0
rhonda,5.0,9.0
fleming,7.0,8.0
gorgeous,54.0,124.0
eyes,252.0,344.0
isn't,879.0,664.0
morally,26.0,22.0
dubious,21.0,14.0
corrupt,33.0,35.0
shifty,5.0,2.0
shape,39.0,45.0
form,150.0,215.0
motivated,13.0,8.0
greed,12.0,37.0
egocentric,2.0,0.0
victories,1.0,0.0
surrounding,30.0,40.0
justice,79.0,146.0
bunch,305.0,117.0
despicable,18.0,23.0
create,152.0,179.0
taut,6.0,17.0
climax,112.0,99.0
shuddering,1.0,2.0
finale,65.0,80.0
fills,15.0,22.0
sugar,24.0,22.0
shouting,33.0,8.0
cheated,32.0,14.0
nobody,130.0,87.0
credit,140.0,137.0
lead,319.0,316.0
guy,956.0,524.0
painfully,80.0,27.0
wooden,148.0,26.0
extreme,82.0,90.0
anyone,697.0,629.0
moral,79.0,103.0
dilemma,11.0,18.0
main,597.0,514.0
intriguing,63.0,87.0
due,211.0,275.0
writing,368.0,259.0
potentially,29.0,19.0
winning,50.0,140.0
premise,238.0,123.0
plundered,1.0,0.0
theater,252.0,176.0
admit,158.0,156.0
blackjack,1.0,1.0
bearable,15.0,2.0
pryor,6.0,5.0
jackie,19.0,100.0
gleason,10.0,2.0
comics,31.0,34.0
saps,5.0,9.0
bratty,8.0,1.0
kid,323.0,232.0
they've,77.0,62.0
sold,50.0,45.0
pryor's,4.0,0.0
overly,69.0,59.0
sentimental,21.0,46.0
used,506.0,465.0
harold,31.0,13.0
lloyd,27.0,35.0
three,534.0,608.0
choice,114.0,131.0
toy,49.0,38.0
racial,29.0,26.0
subtext,10.0,15.0
addressed,14.0,13.0
message,192.0,238.0
comedic,59.0,99.0
prevent,37.0,24.0
mean,561.0,269.0
co,152.0,143.0
childhood,52.0,130.0
free,190.0,128.0
warping,2.0,1.0
power,234.0,249.0
defile,1.0,0.0
sickly,4.0,11.0
sweet,68.0,190.0
kiddie,8.0,10.0
ahead,99.0,98.0
standup,7.0,7.0
honeymooners,2.0,2.0
unlike,103.0,195.0
bashing,26.0,8.0
sexist,12.0,9.0
quote,28.0,46.0
reaction,68.0,70.0
generates,9.0,4.0
annoying,381.0,110.0
pc,25.0,14.0
written,427.0,403.0
acted,147.0,165.0
blakey,1.0,0.0
british,185.0,250.0
years,862.0,1382.0
recognise,7.0,6.0
favourite,36.0,129.0
impressionists,1.0,1.0
avoid,350.0,62.0
toronto,23.0,21.0
festival,85.0,124.0
fairly,134.0,138.0
solid,69.0,181.0
expectations,107.0,98.0
knew,237.0,224.0
trouble,158.0,129.0
talking,289.0,200.0
directing,194.0,125.0
episode,329.0,524.0
wiseguy,3.0,1.0
met,57.0,92.0
kevin,77.0,80.0
spacey,35.0,11.0
feature,175.0,218.0
debut,31.0,97.0
blah,96.0,4.0
edison,11.0,11.0
incriminating,3.0,2.0
homeless,36.0,27.0
along,417.0,520.0
agree,132.0,132.0
disaster,117.0,58.0
absolutely,414.0,344.0
mixture,18.0,36.0
hard,691.0,634.0
boiled,11.0,11.0
direction,373.0,331.0
best,1079.0,2245.0
casted,10.0,15.0
direct,91.0,89.0
seen,1633.0,1734.0
examples,41.0,40.0
silly,293.0,140.0
morgan,49.0,87.0
freeman,38.0,42.0
dancing,92.0,150.0
apartment,52.0,110.0
reason,784.0,401.0
rock,170.0,241.0
roll,84.0,69.0
justin,26.0,21.0
timberlake,22.0,7.0
creative,75.0,92.0
criticism,28.0,54.0
belle,5.0,8.0
candles,4.0,3.0
llcoolj,1.0,0.0
vintage,6.0,16.0
firebird,1.0,0.0
guys,408.0,271.0
shot,558.0,421.0
opposite,64.0,79.0
stay,244.0,156.0
begin,198.0,156.0
guess,439.0,210.0
general,195.0,205.0
complaint,29.0,47.0
regarding,43.0,37.0
marketed,9.0,3.0
ignorant,40.0,11.0
knowing,85.0,151.0
schneebaum's,5.0,1.0
documentary,171.0,295.0
decide,148.0,108.0
living,232.0,316.0
under,307.0,340.0
picking,29.0,24.0
description,42.0,41.0
companion,25.0,31.0
yeah,167.0,60.0
felt,409.0,346.0
seeing,520.0,559.0
sat,97.0,44.0
place,559.0,642.0
serving,28.0,25.0
cannibal,50.0,7.0
tale,116.0,271.0
fool,60.0,47.0
expecting,170.0,148.0
cover,178.0,91.0
cannibalism,12.0,7.0
jungle,51.0,39.0
tribes,10.0,3.0
certainly,311.0,423.0
forty,34.0,22.0
five,250.0,195.0
geezer,5.0,3.0
kissing,21.0,21.0
ass,81.0,53.0
whining,14.0,4.0
detail,67.0,120.0
worn,21.0,16.0
insipid,38.0,3.0
notably,30.0,41.0
foresee,3.0,3.0
tobias,7.0,6.0
schneebaum,8.0,2.0
putting,88.0,83.0
glory,30.0,35.0
unlikable,34.0,11.0
rambles,6.0,0.0
bitches,6.0,1.0
personal,105.0,195.0
fill,88.0,43.0
oh,536.0,173.0
ninety,23.0,5.0
percent,13.0,7.0
focused,40.0,60.0
next,450.0,422.0
dirty,67.0,111.0
past,259.0,378.0
action,784.0,913.0
finally,365.0,444.0
breaks,73.0,61.0
silent,73.0,148.0
treatment,52.0,67.0
peru,4.0,3.0
folks,92.0,81.0
bull,27.0,25.0
inches,9.0,3.0
calling,51.0,36.0
juan,13.0,17.0
sexual,167.0,181.0
college,162.0,98.0
tip,25.0,15.0
unbelievable,170.0,49.0
superbly,5.0,57.0
ghastly,11.0,6.0
flow,28.0,41.0
rhythm,11.0,20.0
told,218.0,322.0
understand,438.0,375.0
read,536.0,421.0
celluloid,39.0,17.0
recognize,43.0,54.0
pacing,87.0,63.0
editing,233.0,136.0
cruise,30.0,19.0
ships,20.0,18.0
he's,759.0,674.0
drive,125.0,88.0
jumps,43.0,43.0
dead,558.0,394.0
relative,30.0,40.0
failed,166.0,67.0
miserable,27.0,19.0
jesus,93.0,45.0
slam,12.0,12.0
follow,157.0,240.0
stuff,315.0,256.0
covering,18.0,18.0
homosexuality,14.0,21.0
hearty,5.0,5.0
visit,51.0,90.0
quips,8.0,3.0
implore,3.0,2.0
keep,415.0,422.0
consistent,30.0,18.0
ramblings,5.0,5.0
prefers,9.0,7.0
suddenly,164.0,116.0
bitch,29.0,15.0
moan,4.0,3.0
wanting,72.0,84.0
twenty,77.0,75.0
absurd,128.0,45.0
another,1094.0,1065.0
random,131.0,46.0
clips,43.0,46.0
hand,322.0,288.0
television,199.0,245.0
hero,277.0,236.0
appeared,98.0,95.0
overused,11.0,3.0
gimmick,29.0,7.0
broken,61.0,68.0
seemingly,85.0,65.0
attempting,45.0,37.0
efforts,64.0,56.0
reels,6.0,6.0
bottom,153.0,65.0
fraud,11.0,9.0
pure,124.0,153.0
simple,150.0,353.0
haven't,182.0,232.0
holding,60.0,37.0
argument,29.0,25.0
useless,58.0,14.0
noting,19.0,7.0
relies,31.0,15.0
assumption,14.0,2.0
already,389.0,287.0
avid,9.0,11.0
fan,435.0,522.0
work,971.0,1188.0
instead,763.0,347.0
supplemental,1.0,1.0
disk,3.0,0.0
found,615.0,631.0
arrogant,28.0,26.0
bitchy,11.0,10.0
striking,32.0,40.0
sour,13.0,12.0
combination,47.0,79.0
mixed,56.0,87.0
remarkably,23.0,36.0
un,62.0,27.0
riveting,7.0,43.0
you're,584.0,394.0
nature,119.0,215.0
humans,94.0,74.0
river,51.0,83.0
embarrassingly,18.0,6.0
hilarious,183.0,324.0
rant,13.0,7.0
overdue,5.0,4.0
jacket,19.0,15.0
gag,50.0,24.0
tinkle,1.0,0.0
glee,5.0,12.0
sight,90.0,77.0
realistic,125.0,245.0
blood,338.0,220.0
shed,13.0,31.0
put,631.0,546.0
bloodbath,6.0,13.0
bloody,92.0,68.0
eyeball,7.0,4.0
tail,18.0,15.0
asinine,9.0,3.0
slapping,11.0,5.0
spinning,14.0,4.0
desk,8.0,14.0
chair,43.0,42.0
forever,86.0,116.0
considers,17.0,10.0
flower,12.0,12.0
flesh,78.0,37.0
exercise,51.0,17.0
sit,202.0,137.0
tough,97.0,134.0
spots,33.0,45.0
devil's,14.0,18.0
experiment,55.0,27.0
expectation,12.0,17.0
gonna,90.0,40.0
sick,140.0,95.0
slap,38.0,17.0
thousand,41.0,39.0
fast,239.0,179.0
forward,172.0,144.0
kinds,49.0,52.0
seek,38.0,46.0
f'd,2.0,0.0
completest,3.0,0.0
sought,9.0,10.0
guinea,13.0,9.0
pig,25.0,25.0
fell,113.0,63.0
category,64.0,33.0
float,10.0,7.0
boat,86.0,40.0
imagine,209.0,154.0
increasing,4.0,12.0
one's,61.0,72.0
lust,18.0,38.0
kill,367.0,262.0
b,367.0,280.0
tch,3.0,1.0
purposes,17.0,16.0
carnage,10.0,10.0
traditional,43.0,85.0
traces,6.0,10.0
sucks,132.0,18.0
you'll,283.0,305.0
guts,43.0,25.0
praising,8.0,5.0
crap,449.0,76.0
artistic,80.0,97.0
merit,32.0,19.0
comprehend,18.0,13.0
notoriety,13.0,4.0
attempt,366.0,162.0
shocking,98.0,86.0
realize,166.0,154.0
several,333.0,361.0
hours,268.0,198.0
stolen,57.0,37.0
contrived,79.0,26.0
development,183.0,123.0
actions,62.0,94.0
preparation,10.0,8.0
rob,49.0,58.0
lowe,18.0,6.0
die,243.0,150.0
eve,28.0,29.0
explained,84.0,40.0
tricking,4.0,1.0
upset,39.0,29.0
forgive,44.0,33.0
took,275.0,289.0
weeks,38.0,55.0
convince,57.0,39.0
fooling,7.0,2.0
serious,232.0,250.0
hell,328.0,183.0
spoiler,125.0,60.0
save,388.0,126.0
yourself,277.0,196.0
art,292.0,341.0
judged,14.0,14.0
criteria,5.0,6.0
function,26.0,17.0
meaning,116.0,126.0
guernsey,3.0,0.0
dedicated,21.0,35.0
forms,20.0,29.0
sometimes,213.0,353.0
ups,63.0,69.0
suggest,96.0,85.0
texts,6.0,3.0
quiz,3.0,5.0
introvert,2.0,1.0
person,422.0,361.0
suggests,38.0,37.0
synopsis,43.0,15.0
suicide,60.0,86.0
unanswered,13.0,7.0
question,179.0,164.0
changes,85.0,119.0
anna's,4.0,12.0
view,189.0,306.0
suspicious,19.0,23.0
'why,2.0,3.0
speak,130.0,114.0
',379.0,398.0
asks,92.0,100.0
sebastiaan,1.0,0.0
anna,43.0,76.0
answer,104.0,71.0
saying,297.0,164.0
word,278.0,185.0
sebastiaans,1.0,0.0
handful,37.0,23.0
persons,17.0,31.0
passion,53.0,88.0
glass,34.0,41.0
water,134.0,127.0
behind,318.0,298.0
shown,236.0,279.0
skins,1.0,3.0
residences,2.0,0.0
landscapes,17.0,25.0
meaningless,36.0,11.0
'instructions,1.0,0.0
use',1.0,0.0
fellow,66.0,124.0
artists,30.0,60.0
common,105.0,126.0
nacho,7.0,7.0
vigalondo,1.0,2.0
famous,157.0,209.0
spain,17.0,16.0
showman,3.0,1.0
embarrassing,95.0,16.0
commercials,37.0,24.0
remember,374.0,497.0
mc,6.0,4.0
carney,3.0,0.0
madrid,4.0,4.0
commercial,57.0,47.0
nacho's,1.0,0.0
storyline,226.0,161.0
disgusting,85.0,32.0
kodak,1.0,1.0
connected,37.0,36.0
spanish,82.0,51.0
men,419.0,559.0
frank,78.0,154.0
sinatra,15.0,96.0
rome,17.0,16.0
sea,76.0,55.0
soon,250.0,355.0
hired,47.0,37.0
room,210.0,228.0
mate,34.0,32.0
lainie,1.0,0.0
kazan,4.0,21.0
floor,66.0,63.0
aging,23.0,36.0
conte,1.0,3.0
officer,60.0,68.0
club,116.0,94.0
owner,35.0,91.0
killed,349.0,222.0
falls,252.0,189.0
depend,11.0,13.0
supply,22.0,12.0
raquel,11.0,0.0
welch,15.0,0.0
neck,37.0,29.0
intrigue,17.0,32.0
desired,24.0,26.0
martin,79.0,88.0
gabel,5.0,0.0
hoodlum,3.0,3.0
son,274.0,394.0
outdo,6.0,3.0
murdered,70.0,51.0
bother,149.0,36.0
ask,189.0,139.0
contain,44.0,32.0
spoilers,202.0,117.0
barely,170.0,68.0
appointment,5.0,1.0
epps,8.0,8.0
averaging,1.0,1.0
per,34.0,32.0
case,412.0,329.0
nasally,1.0,0.0
diane,28.0,25.0
farr,3.0,0.0
pregnant,55.0,31.0
weren't,168.0,83.0
colby,1.0,4.0
g,117.0,137.0
triple,12.0,28.0
agent,83.0,102.0
tonight's,2.0,0.0
trapped,43.0,43.0
paranoid,13.0,11.0
nut,23.0,8.0
obvious,348.0,205.0
amateur,93.0,23.0
elevator,14.0,16.0
disarm,2.0,1.0
trained,17.0,26.0
experienced,48.0,44.0
field,65.0,76.0
door,132.0,81.0
fighting,149.0,139.0
blinks,1.0,1.0
drops,22.0,26.0
closes,6.0,8.0
fiber,3.0,3.0
optic,3.0,1.0
wire,22.0,18.0
wriggling,2.0,0.0
ceiling,18.0,7.0
stripper,12.0,3.0
pole,16.0,18.0
came,388.0,450.0
enjoy,339.0,566.0
learning,39.0,50.0
chubby,8.0,6.0
frumpish,1.0,0.0
charming,60.0,173.0
charles,79.0,116.0
sexy,107.0,98.0
sidekick,26.0,30.0
amita,1.0,0.0
nights,29.0,38.0
spent,171.0,101.0
otherwise,206.0,134.0
engaged,18.0,34.0
gives,260.0,529.0
distress,7.0,12.0
code,47.0,63.0
ready,79.0,80.0
lights,39.0,56.0
drop,69.0,41.0
startle,1.0,1.0
beat,82.0,87.0
submission,7.0,5.0
hope,317.0,406.0
numb,7.0,7.0
rs,3.0,1.0
hate,246.0,149.0
unnecessary,111.0,46.0
mehbooba,7.0,0.0
total,207.0,93.0
insult,96.0,8.0
holi,3.0,1.0
chad,12.0,6.0
raha,1.0,0.0
hai,4.0,2.0
nasha,1.0,0.0
whatever,243.0,129.0
unneeded,3.0,0.0
jee,2.0,0.0
le,24.0,49.0
sounded,62.0,22.0
playboy,16.0,17.0
ram,22.0,5.0
gopal,14.0,1.0
verma's,1.0,0.0
adaptation,88.0,128.0
moviewell,1.0,0.0
depends,17.0,21.0
judgement,12.0,9.0
whether,202.0,202.0
thinks,138.0,86.0
copy,120.0,144.0
cinema,293.0,453.0
directors,147.0,168.0
relaxed,4.0,16.0
movieanyways,1.0,0.0
ways,170.0,246.0
congratulate,3.0,7.0
abuse,54.0,49.0
things,909.0,950.0
bothered,59.0,24.0
badamitabh,1.0,0.0
bachchan,14.0,5.0
babban,12.0,0.0
gabbar,8.0,0.0
amitabh,19.0,13.0
remake,153.0,94.0
ajay,15.0,1.0
devgan,9.0,1.0
heero,2.0,1.0
veeru,1.0,0.0
deol,8.0,4.0
prashant,9.0,4.0
raj,17.0,6.0
jai,7.0,0.0
abhishek,2.0,1.0
doing,471.0,347.0
sushmita,6.0,0.0
sen,4.0,6.0
radha,5.0,6.0
durga,2.0,0.0
jaya,2.0,0.0
tabu,4.0,0.0
nisha,9.0,0.0
kothari,7.0,0.0
ghungroo,2.0,0.0
basanti,3.0,0.0
esha,4.0,3.0
mohanlal,9.0,0.0
narishma,1.0,0.0
thakur,6.0,2.0
cute,142.0,162.0
oops,12.0,1.0
hehehehe,1.0,0.0
faired,1.0,0.0
oki,1.0,0.0
exciting,112.0,156.0
watchingthe,1.0,0.0
overall,288.0,401.0
ratingdirection,1.0,0.0
cinematography,202.0,276.0
scripting,20.0,7.0
easy,124.0,253.0
ears,32.0,18.0
pc's,2.0,0.0
ipod's,1.0,0.0
syed,1.0,0.0
shabbir,1.0,0.0
aly,1.0,0.0
naqvi,1.0,0.0
pakistan,12.0,6.0
suspiciously,8.0,0.0
teens,48.0,42.0
maniac,20.0,18.0
stalking,26.0,16.0
yes,399.0,346.0
slasherville,1.0,0.0
pranks,12.0,4.0
faintest,2.0,1.0
unless,272.0,69.0
prank,16.0,7.0
repeatedly,33.0,27.0
dinner,42.0,35.0
baseball,29.0,57.0
bat,62.0,13.0
balance,22.0,59.0
rubbish,102.0,21.0
truth,132.0,195.0
concerns,17.0,36.0
teenagers,50.0,53.0
tasked,2.0,1.0
cleaning,13.0,14.0
decommissioned,1.0,0.0
dormitory,1.0,4.0
aware,62.0,76.0
psychopath,13.0,15.0
combat,31.0,26.0
split,35.0,41.0
wander,22.0,6.0
tears,44.0,119.0
release,158.0,232.0
viewed,49.0,65.0
vipco,1.0,0.0
appears,227.0,193.0
violence,242.0,259.0
pointless,223.0,22.0
face,385.0,445.0
shorn,3.0,0.0
nasty,99.0,67.0
completists,8.0,0.0
consideration,10.0,16.0
imdb,203.0,135.0
reviews,201.0,132.0
went,386.0,327.0
source,46.0,57.0
here's,88.0,42.0
pretensions,7.0,6.0
dress,31.0,49.0
unengaging,8.0,0.0
impressionable,6.0,3.0
emo,2.0,0.0
chick,78.0,35.0
deep,134.0,223.0
pleasure,56.0,101.0
technical,75.0,72.0
classroom,7.0,11.0
navy,17.0,69.0
performs,13.0,22.0
rescues,10.0,7.0
liked,284.0,463.0
engines,5.0,2.0
fire,181.0,138.0
extinguishers,3.0,1.0
figured,72.0,28.0
transport,8.0,11.0
valuable,24.0,26.0
paintings,11.0,27.0
security,62.0,37.0
odd,119.0,142.0
mostly,238.0,229.0
seasoned,9.0,20.0
professionals,21.0,10.0
stretch,50.0,32.0
fantasy,99.0,215.0
comical,45.0,39.0
etc,354.0,262.0
everything,582.0,561.0
seriously,341.0,174.0
felix,2.0,55.0
ungar,1.0,6.0
pilot,56.0,83.0
buck,43.0,48.0
rogers,26.0,49.0
stalker,21.0,11.0
dracula,39.0,11.0
board,64.0,59.0
filled,110.0,166.0
known,247.0,303.0
faces,66.0,104.0
hollywood,424.0,503.0
exaggerate,4.0,4.0
hurt,109.0,78.0
quality,383.0,287.0
subject,145.0,194.0
caricature,19.0,11.0
pet,34.0,57.0
peeve,2.0,0.0
airline,6.0,2.0
travel,49.0,62.0
everybody,88.0,97.0
casually,12.0,8.0
moves,107.0,172.0
drinks,14.0,14.0
setting,142.0,165.0
building,72.0,110.0
turbulence,2.0,0.0
suspense,187.0,187.0
crash,58.0,56.0
hitting,37.0,36.0
skilled,20.0,13.0
actresses,92.0,108.0
canned,9.0,5.0
screening,41.0,51.0
psychotic,32.0,23.0
decked,5.0,1.0
history,268.0,416.0
particular,155.0,252.0
historical,87.0,102.0
event,92.0,111.0
granted,45.0,54.0
staging,13.0,8.0
authentic,35.0,58.0
portrayal,51.0,190.0
horn,10.0,14.0
truly,352.0,512.0
footage,192.0,135.0
marching,5.0,11.0
parading,4.0,1.0
unprecedented,4.0,6.0
eveytime,1.0,0.0
background,148.0,157.0
prepare,17.0,14.0
laborious,1.0,2.0
filler,26.0,11.0
invested,17.0,5.0
heavily,49.0,53.0
determined,18.0,51.0
money's,3.0,1.0
worth,543.0,603.0
dialogue,478.0,290.0
developed,97.0,102.0
o'toole,6.0,7.0
burt,47.0,40.0
lancaster,1.0,3.0
finished,90.0,69.0
cringe,36.0,10.0
disappointment,144.0,45.0
given,470.0,447.0
same,1032.0,1035.0
lawrence,31.0,23.0
arabia,6.0,1.0
bird,19.0,41.0
alcatraz,8.0,1.0
respectively,13.0,30.0
epics,8.0,6.0
smithereens,3.0,2.0
worthless,40.0,8.0
hangs,19.0,16.0
channels,17.0,20.0
space,205.0,171.0
cheesy,195.0,120.0
dime,13.0,7.0
novel,195.0,259.0
public,130.0,148.0
library,28.0,36.0
tripe,29.0,3.0
seidelman,2.0,0.0
fraught,4.0,5.0
sound,394.0,275.0
camera,529.0,336.0
market,47.0,52.0
junk,91.0,17.0
flicks,116.0,82.0
life's,7.0,13.0
mysteries,11.0,46.0
o,88.0,99.0
toole,3.0,0.0
diffident,2.0,1.0
playwright,9.0,17.0
pinter,2.0,1.0
elements,175.0,221.0
fans,298.0,372.0
philip,17.0,54.0
jackson,47.0,93.0
inspector,36.0,30.0
japp,1.0,4.0
poirot,3.0,15.0
earliest,10.0,12.0
girls,330.0,269.0
women,474.0,412.0
imo,12.0,19.0
stars,373.0,458.0
talents,72.0,67.0
chiaki,1.0,4.0
kuriyama,1.0,3.0
aya,4.0,0.0
ueto,4.0,0.0
mtv,35.0,13.0
nevertheless,32.0,81.0
definition,21.0,14.0
need,490.0,421.0
agreeing,12.0,2.0
exaggerating,6.0,7.0
ate,14.0,3.0
morning,73.0,72.0
breakfast,18.0,18.0
remind,36.0,41.0
twice,80.0,97.0
until,403.0,465.0
emotions,49.0,151.0
skirts,5.0,6.0
walking,145.0,70.0
accountable,2.0,0.0
gave,331.0,313.0
chance,208.0,313.0
impressed,61.0,120.0
difficult,163.0,200.0
offer,92.0,84.0
clear,177.0,211.0
ten,233.0,196.0
paint,77.0,19.0
dry,69.0,38.0
reminds,58.0,99.0
maoist,2.0,0.0
daytime,9.0,17.0
chinese,62.0,111.0
female,288.0,199.0
yuwen,1.0,1.0
require,21.0,15.0
mannequin,2.0,2.0
fading,7.0,8.0
star,452.0,574.0
gong,7.0,3.0
li,21.0,15.0
somehow,220.0,162.0
reputation,40.0,37.0
west,104.0,117.0
scowl,3.0,0.0
tian,3.0,1.0
zhuangzhuang's,1.0,0.0
'blue,5.0,3.0
kite',1.0,0.0
fooled,37.0,12.0
springtime,3.0,0.0
late,233.0,358.0
blue,111.0,114.0
kite,6.0,1.0
upheaval,5.0,3.0
irrelevant,31.0,17.0
ruins,24.0,23.0
scenic,6.0,7.0
backdrop,25.0,32.0
wonder,340.0,172.0
zhuangzhuang,2.0,0.0
ride,59.0,138.0
popularity,20.0,21.0
appeal,126.0,113.0
audience,586.0,526.0
'beautiful',2.0,0.0
'profound',1.0,0.0
'hypnotic',1.0,0.0
tedious,100.0,13.0
insubstantial,1.0,1.0
fits,52.0,64.0
'overrated,1.0,0.0
stop,327.0,220.0
worrying,12.0,5.0
industry,92.0,84.0
chased,33.0,14.0
masks,18.0,17.0
servants,12.0,18.0
running,283.0,219.0
clothing,29.0,25.0
subtitles,28.0,65.0
slowly,62.0,104.0
vampire,140.0,66.0
pierre,9.0,21.0
surly,4.0,3.0
heads,78.0,68.0
uneasy,9.0,14.0
feeling,243.0,326.0
ghosts,51.0,45.0
genre,264.0,342.0
comedies,95.0,136.0
crazy,173.0,153.0
'over,2.0,0.0
body',1.0,0.0
afterlife,8.0,5.0
fails,227.0,53.0
aspect,107.0,132.0
succeed,43.0,29.0
comic,190.0,249.0
register,12.0,5.0
principal,21.0,32.0
rudd,11.0,9.0
handsome,36.0,84.0
taste,117.0,110.0
improvement,24.0,15.0
eva,33.0,30.0
longoria,16.0,11.0
lake,74.0,46.0
bell,27.0,23.0
unattractive,25.0,5.0
romance,138.0,213.0
failure,91.0,40.0
biggs,8.0,2.0
lindsey,6.0,3.0
sloane,9.0,11.0
supporting,149.0,300.0
uninteresting,91.0,13.0
uninspired,59.0,7.0
cheap,368.0,101.0
gags,78.0,53.0
borrowed,25.0,20.0
unsuccessful,3.0,5.0
crack,31.0,19.0
joke,240.0,79.0
members,110.0,147.0
panel,4.0,2.0
frequently,38.0,44.0
pulling,27.0,31.0
resorting,8.0,6.0
coarse,7.0,9.0
language,98.0,153.0
waiting,155.0,145.0
crowd,48.0,67.0
applaud,12.0,16.0
rte,1.0,0.0
sarcastic,13.0,15.0
sarcasm,21.0,8.0
lowest,39.0,15.0
wit,58.0,69.0
intelligent,104.0,165.0
genuinely,41.0,76.0
laugh,388.0,286.0
loud,123.0,97.0
convinced,49.0,47.0
comedians,15.0,19.0
names,119.0,80.0
judging,31.0,23.0
aren't,282.0,146.0
laughs,163.0,158.0
jasper,3.0,3.0
carrot,7.0,1.0
dave,14.0,57.0
allens,1.0,0.0
benny,7.0,11.0
funnier,46.0,29.0
reliable,15.0,17.0
leonard,31.0,12.0
maltin,8.0,4.0
sanders,11.0,18.0
superb,52.0,291.0
confused,109.0,73.0
snide,4.0,2.0
droll,9.0,5.0
delivery,51.0,37.0
adultery,6.0,8.0
chains,12.0,7.0
heavy,112.0,122.0
carried,34.0,43.0
dated,58.0,82.0
describe,95.0,68.0
accurately,14.0,16.0
autobiography,9.0,13.0
suave,9.0,14.0
thief,24.0,69.0
francois,2.0,10.0
eugene,11.0,34.0
vidocq,1.0,0.0
resist,25.0,14.0
lure,13.0,8.0
fine,219.0,434.0
jewels,3.0,13.0
entertaining,306.0,413.0
hollow,41.0,24.0
marred,11.0,8.0
period,160.0,218.0
marie,18.0,97.0
antoinette,1.0,1.0
deplorable,4.0,5.0
amber,7.0,5.0
screams,33.0,25.0
classy,9.0,26.0
defense,25.0,20.0
mightily,7.0,3.0
add,223.0,183.0
naught,2.0,0.0
unabashed,5.0,6.0
douglas,63.0,96.0
sirk,5.0,44.0
sirk's,1.0,15.0
touches,34.0,65.0
define,14.0,18.0
florid,1.0,0.0
breast,17.0,3.0
heaving,4.0,1.0
potboilers,1.0,1.0
feet,72.0,54.0
wet,30.0,23.0
unmemorable,10.0,1.0
